id,area,level,name,perimeter,unbounded_height,classification
1400227,9.700737225648918,מ' 26 בניין 3- קומה 1,SR,1261.3446247865745,243.84,space
1400229,10.324971109881245,מ' 26 בניין 3- קומה 1,ח.שינה 4,1289.9980413478902,243.84,space
1400231,10.324971109933307,מ' 26 בניין 3- קומה 1,ח.שינה 3,1289.9980413514106,243.84,space
1400233,13.895976678795105,מ' 26 בניין 3- קומה 1,ח.שינה 1,1680.6928758786444,243.84,space
1400235,13.895976678795108,מ' 26 בניין 3- קומה 1,ח.שינה 1,1680.6928758786444,243.84,space
1400237,10.324971109933305,מ' 26 בניין 3- קומה 1,ח.שינה 3,1289.9980413514108,243.84,space
1400239,10.32497110988126,מ' 26 בניין 3- קומה 1,ח.שינה 4,1289.9980413478902,243.84,space
1400241,3.0306875582311332,מ' 26 בניין 3- קומה 1,ח.שירות,701.0564591265921,243.84,space
1400243,8.625020682665873,מ' 26 בניין 3- קומה 1,מטבח,1190.0019608240802,243.84,space
1400245,16.199563536405584,מ' 26 בניין 3- קומה 1,ח.דיור,1645.0367833025373,243.84,space
1400247,8.625020682665879,מ' 26 בניין 3- קומה 1,מטבח,1190.0019608240812,243.84,space
1400249,16.696277557802357,מ' 26 בניין 3- קומה 1,ח.דיור,1645.0367833025325,243.84,space
1400251,3.0306875582311044,מ' 26 בניין 3- קומה 1,ח.שירות,701.0564591265919,243.84,space
1400254,11.16369762433842,מ' 26 בניין 3- קומה 1,ח.שינה 1,1362.350287027366,243.84,space
1400256,3.4225000000000056,מ' 26 בניין 3- קומה 1,ח.שירות,770.0,243.84,space
1400258,8.460599082253406,מ' 26 בניין 3- קומה 1,מטבח,1209.1453711139457,243.84,space
1400260,18.166985398362364,מ' 26 בניין 3- קומה 1,ח.דיור,1721.5239891696049,243.84,space
1401309,9.939291080950527,מ' 26 בניין 3- קומת קרקע,ח.עגלות,1261.7544369330715,243.84,space
2374165,47.567473669074005,מ' 26 בניין 3- קומת קרקע,מבואה ראשית,3116.649397045491,243.84,space
2588942,12.589187595813655,מ' 26 בניין 3- קומה 2,מרפסת מקורה,1424.4612497733551,243.84,space
2588944,12.582354357010757,מ' 26 בניין 3- קומה 2,מרפסת מקורה,1424.4612497734631,243.84,space
2589147,2.683263702085879,מ' 26 בניין 3- קומה 2,פ.אוכל,639.7855313428745,243.84,space
2589150,12.204276881005951,מ' 26 בניין 3- קומה 2,מבואת מעליות,1520.5387502266403,243.84,space
2589153,6.240000000000169,מ' 26 בניין 3- קומה 2,מרפסת מקורה,1016.0000000000116,243.84,space
2589156,6.47899999999997,מ' 26 בניין 3- קומה 2,מרפסת מקורה,1037.9999999999984,243.84,space
2589159,6.437200000000145,מ' 26 בניין 3- קומה 2,מרפסת מקורה,1034.00000000001,243.84,space
2589225,4.513813710509932,מ' 26 בניין 3- קומה 2,פ. אוכל,854.5140167136136,243.84,space
2589232,4.668290490509552,מ' 26 בניין 3- קומה 2,פ. אוכל,867.6071096355078,243.84,space
2589240,7.775657411163585,מ' 26 בניין 3- קומה 2,פ. אוכל,1292.9360765253323,243.84,space
2589243,8.554847865262712,מ' 26 בניין 3- קומה 2,פ. אוכל,1362.507082420911,243.84,space
2589268,6.437200000000145,מ' 26 בניין 3- קומה 1,מרפסת מקורה,1034.00000000001,243.84,space
2589271,12.586562595815113,מ' 26 בניין 3- קומה 1,מרפסת מקורה,1422.0000000001091,243.84,space
2589274,12.587034002262207,מ' 26 בניין 3- קומה 1,מרפסת מקורה,1422.000000000017,243.84,space
2589277,12.204276881005923,מ' 26 בניין 3- קומה 1,מבאות מעליות,1520.5387502266383,243.84,space
2589409,5.56995598924477,מ' 26 בניין 3- קומה 1,פ. אוכל,1095.997233369734,243.84,space
2589412,4.22616309008301,מ' 26 בניין 3- קומה 1,פ. אוכל,829.6734544751504,243.84,space
